fighter_name,Height,Weight,Reach,Stance,DOB
Leo Kuntz,"5' 10""",155 lbs.,"74""",Orthodox,3-Oct-83
Leo Sylvest,"5' 11""",205 lbs.,,Orthodox,3-Sep-73
Leon Edwards,"6' 0""",170 lbs.,"74""",Southpaw,25-Aug-91
Leon Shahbazyan,"6' 4""",170 lbs.,"77""",Orthodox,18-Nov-95
Leonard Garcia,"5' 10""",145 lbs.,"69""",Orthodox,14-Jul-79
Leonardo Augusto Leleco,"6' 0""",185 lbs.,"73""",Orthodox,15-Apr-82
Leonardo Mafra,"5' 10""",155 lbs.,"70""",Orthodox,25-Apr-89
Leonardo Morales,"5' 8""",135 lbs.,"68""",Southpaw,22-Dec-92
Leonardo Santos,"6' 0""",155 lbs.,"75""",Orthodox,5-Feb-80
Leonardo Silva,"6' 2""",185 lbs.,,Orthodox,23-Apr-92
Leslie Smith,"5' 9""",135 lbs.,"66""",Orthodox,17-Aug-82
Levan Makashvili,"5' 8""",145 lbs.,"68""",Orthodox,7-Jan-89
Levi Alford,,,,,
Levi Avera,"6' 1""",170 lbs.,,,17-May-82
Lewis Gonzalez,"5' 10""",170 lbs.,"73""",Orthodox,19-Sep-87
Li Jingliang,"6' 0""",170 lbs.,"71""",Orthodox,20-Mar-88
Liam McGeary,"6' 6""",205 lbs.,,,4-Oct-82
Liana Jojua,"5' 4""",135 lbs.,,,22-Mar-95
Lina Kvokov,"5' 9""",135 lbs.,,Orthodox,
Lina Lansberg,"5' 7""",135 lbs.,"65""",Orthodox,13-Mar-82
Linton Vassell,"6' 4""",205 lbs.,,,3-Jun-83
Lionel Lanham,,205 lbs.,,,31-Aug-80
Lisa Ellis,"5' 4""",115 lbs.,"62""",,15-Nov-82
Lissette Neri,"5' 2""",145 lbs.,,,5-Aug-87
Liu Pingyuan,"5' 6""",135 lbs.,"72""",Orthodox,13-Feb-93
Livinha Souza,"5' 5""",115 lbs.,"63""",Orthodox,11-Mar-91
Liz Carmouche,"5' 6""",125 lbs.,"66""",Orthodox,19-Feb-84
Lloyd Van Dams,"6' 1""",240 lbs.,,Southpaw,5-Mar-72
Lodune Sincaid,"5' 9""",185 lbs.,,Orthodox,7-May-73
Logan Clark,"6' 2""",185 lbs.,,Orthodox,16-Feb-85
Logan Nail,,185 lbs.,,,20-Jun-89
Lolohea Mahe,,,,,
Lorenz Larkin,"5' 11""",170 lbs.,"72""",Orthodox,3-Sep-86
Lorenzo Hood,"6' 3""",265 lbs.,,,
Louis Gaudinot,"5' 3""",125 lbs.,"63""",Orthodox,28-Aug-84
Louis Jauregui,"5' 7""",170 lbs.,,,
Louis Smolka,"5' 9""",135 lbs.,"68""",Orthodox,16-Jul-91
Louis Taylor,"5' 11""",185 lbs.,"74""",Orthodox,12-May-79
Lowell Anderson,"5' 6""",160 lbs.,,Orthodox,
Luan Chagas,"6' 0""",170 lbs.,"75""",Orthodox,17-Jun-93
Luana Carolina,"5' 6""",125 lbs.,"69""",Orthodox,11-Jun-93
Luc Bondole,"6' 2""",205 lbs.,,,
Lucas Gamaza,,170 lbs.,,,
Lucas Lopes,"6' 2""",185 lbs.,,,5-Oct-79
Lucas Martins,"6' 0""",145 lbs.,"72""",Southpaw,11-Nov-88
Lucas Stark,,155 lbs.,,,
Luciano Azevedo,"6' 3""",161 lbs.,,Orthodox,25-Jun-81
Lucie Pudilova,"5' 8""",125 lbs.,"67""",Orthodox,13-Jun-94
Lucio Linhares,"6' 2""",185 lbs.,,Orthodox,8-Dec-73
Luigi Fioravanti,"5' 8""",170 lbs.,"70""",Orthodox,22-Jan-81
Luigi Vendramini,"5' 8""",170 lbs.,,Orthodox,16-Jan-96
Luis Gomez,"5' 7""",145 lbs.,"68""",Orthodox,28-Jan-95
Luis Henrique,"6' 2""",243 lbs.,"74""",Orthodox,21-Aug-93
Luis Mendoza,,155 lbs.,,,
Luis Pena,"6' 3""",155 lbs.,"75""",Southpaw,5-Jul-93
Luis Ramos,"5' 8""",170 lbs.,,Orthodox,18-Jan-81
Luis Santos,"6' 1""",170 lbs.,,Southpaw,
Luiz Azeredo,"5' 9""",154 lbs.,,Orthodox,10-Jun-76
Luiz Cane,"6' 2""",185 lbs.,"77""",Southpaw,24-Apr-81
Luiz Dutra,"5' 11""",170 lbs.,"71""",Orthodox,6-May-82
Luiz Firmino,"5' 6""",154 lbs.,,Orthodox,18-Mar-82
Lukasz Les,,170 lbs.,,,5-Nov-81
Lukasz Sajewski,"5' 8""",155 lbs.,"71""",Orthodox,27-Nov-90
Luke Barnatt,"6' 6""",185 lbs.,"77""",Orthodox,13-Apr-88
Luke Caudillo,"5' 7""",155 lbs.,,Orthodox,30-Nov-80
Luke Cummo,"6' 0""",170 lbs.,"74""",Orthodox,27-Apr-80
Luke Flores,"6' 0""",155 lbs.,,Southpaw,17-Mar-88
Luke Hartwig,,,,,
Luke Jumeau,"5' 11""",170 lbs.,"72""",Orthodox,12-Feb-88
Luke Rockhold,"6' 3""",185 lbs.,"77""",Southpaw,17-Oct-84
Luke Sanders,"5' 6""",135 lbs.,"67""",Southpaw,12-Dec-85
Luke Stewart,"5' 11""",170 lbs.,,Orthodox,
Luke Zachrich,"6' 2""",185 lbs.,"74""",Orthodox,19-Dec-81
Lumumba Sayers,"6' 0""",185 lbs.,,,30-Jun-78
Lyle Beerbohm,"5' 10""",155 lbs.,,Southpaw,5-Feb-79
Lyman Good,"6' 0""",170 lbs.,"74""",Orthodox,26-May-85
Lyoto Machida,"6' 1""",185 lbs.,"74""",Southpaw,30-May-78
Mabelly Lima,"5' 2""",135 lbs.,,Orthodox,25-Jan-94
Mac Danzig,"5' 8""",155 lbs.,"70""",Orthodox,2-Jan-80
Maciej Jewtuszko,"6' 0""",155 lbs.,,Southpaw,31-Jan-81
Mack Brewer,,205 lbs.,,,
Mackens Semerzier,"5' 9""",145 lbs.,"72""",Orthodox,3-Nov-80
Mackenzie Dern,"5' 4""",115 lbs.,"63""",Orthodox,24-Mar-93
Macy Chiasson,"5' 11""",135 lbs.,"72""",,27-Jul-91
Mads Burnell,"5' 8""",145 lbs.,"69""",Orthodox,6-Mar-94
Magno Almeida,"6' 0""",155 lbs.,,,6-Jun-85
Magnus Cedenblad,"6' 5""",185 lbs.,"79""",Orthodox,10-Apr-82
Magomed Ankalaev,"6' 3""",205 lbs.,"75""",Orthodox,2-Jun-92
Magomed Bibulatov,"5' 5""",125 lbs.,"65""",Orthodox,22-Aug-88
Magomed Mustafaev,"5' 8""",155 lbs.,"71""",Orthodox,2-Aug-88
Magomed Sultanakhmedov,"6' 2""",185 lbs.,,Southpaw,
Maia Stevenson,"5' 4""",115 lbs.,"62""",Orthodox,19-Mar-82
Maiara Amanajas dos Santos,"5' 5""",115 lbs.,,Southpaw,11-Jul-87
Maiju Kujala,,135 lbs.,,,
Maiquel Falcao,"5' 11""",185 lbs.,,Orthodox,8-Mar-81
Mairbek Taisumov,"5' 9""",155 lbs.,"73""",Orthodox,8-Aug-88
Maka Watson,,155 lbs.,,,22-Sep-84
Maki Pitolo,"5' 10""",185 lbs.,"72""",Orthodox,24-Nov-90
Makoto Takimoto,"5' 7""",205 lbs.,,Southpaw,8-Dec-79
Makwan Amirkhani,"5' 10""",145 lbs.,"72""",Southpaw,8-Nov-88
Mal Foki,"5' 7""",220 lbs.,,Orthodox,
Manny Bermudez,"5' 10""",135 lbs.,"71""",Orthodox,16-Jul-94
Manny Tapia,"5' 5""",135 lbs.,"67""",Orthodox,14-Mar-81
Manny Vazquez,"5' 10""",125 lbs.,"72""",Orthodox,19-Nov-93
Manuel Rodriguez,"5' 9""",170 lbs.,"68""",Orthodox,25-Apr-85
Manvel Gamburyan,"5' 5""",135 lbs.,"67""",Orthodox,8-May-81
Mara Romero Borella,"5' 6""",125 lbs.,"69""",Orthodox,3-Jun-86
Marc Cofer,,185 lbs.,,,3-Mar-72
Marc Diakiese,"5' 10""",155 lbs.,"73""",Orthodox,16-Mar-93
Marc Stevens,"5' 9""",155 lbs.,,,
Marc-Andre Barriault,"6' 1""",185 lbs.,"74""",Orthodox,18-Feb-90
Marcel Fortuna,"6' 1""",205 lbs.,"74""",Orthodox,22-Oct-85
Marcelo Aguiar,"5' 10""",170 lbs.,,Orthodox,
Marcelo Brito,"6' 1""",170 lbs.,,Orthodox,27-Nov-77
Marcelo Golm,"6' 3""",249 lbs.,"75""",Orthodox,15-Sep-92
Marcelo Guimaraes,"6' 0""",185 lbs.,"73""",Orthodox,25-Jun-83
Marcelo Mello,"5' 7""",170 lbs.,,Southpaw,
Marcin Bandel,"5' 10""",155 lbs.,"70""",Orthodox,10-Oct-89
Marcin Held,"5' 9""",155 lbs.,"71""",Orthodox,18-Jan-92
Marcin Prachnio,"6' 3""",205 lbs.,"74""",Orthodox,14-Jul-88
Marcin Tybura,"6' 3""",249 lbs.,"78""",Orthodox,9-Nov-85
Marcin Wrzosek,"5' 9""",155 lbs.,,,14-Oct-87
Marcio Alexandre Junior,"6' 0""",185 lbs.,"75""",Southpaw,5-May-89
Marcio Cruz,"6' 4""",232 lbs.,,Orthodox,24-Apr-78
Marcio Navarro,"6' 0""",155 lbs.,,,17-Sep-78
Marco Beltran,"5' 8""",125 lbs.,"69""",Orthodox,18-May-86
Marco Ruas,"6' 1""",210 lbs.,,Orthodox,23-Jan-61
Marcos Bonilla,"5' 10""",145 lbs.,,,
Marcos Conrado Jr.,"6' 2""",220 lbs.,,Orthodox,14-Mar-82
Marcos Galvao,"5' 7""",135 lbs.,,Orthodox,23-Jun-81
Marcos Mariano,"6' 1""",155 lbs.,,Switch,12-Oct-86
Marcos Rogerio de Lima,"6' 1""",253 lbs.,"75""",Orthodox,25-Jun-85
Marcos Vinicius,"5' 9""",125 lbs.,"70""",Orthodox,5-Dec-79
Marcos da Matta,"5' 4""",145 lbs.,,,18-Mar-73
Marcus Aurelio,"5' 10""",155 lbs.,"74""",Orthodox,18-Aug-73
Marcus Bossett,"6' 1""",215 lbs.,,Orthodox,
Marcus Brimage,"5' 4""",135 lbs.,"71""",Southpaw,6-Apr-85
Marcus Davis,"5' 10""",170 lbs.,"70""",Southpaw,24-Aug-73
Marcus Hicks,"5' 6""",155 lbs.,"64""",Southpaw,25-Nov-75
Marcus Jones,"6' 6""",265 lbs.,,Orthodox,15-Aug-73
Marcus Kowal,,135 lbs.,,,
Marcus LeVesseur,"5' 9""",155 lbs.,"70""",Southpaw,17-Jul-82
Marcus Silveira,"6' 3""",242 lbs.,,Orthodox,
Maria Oliveira,"5' 5""",115 lbs.,,Orthodox,12-Dec-96
Maria Rios,"5' 5""",125 lbs.,,,31-May-83
Marina Rodriguez,"5' 6""",115 lbs.,"65""",Orthodox,29-Apr-87
Mario Bautista,"5' 9""",135 lbs.,"72""",Switch,1-Jul-93
Mario Miranda,"6' 3""",185 lbs.,"74""",Orthodox,12-Jul-79
Mario Neto,"6' 0""",229 lbs.,,Orthodox,
Mario Rivera,,,,,
Mario Soto,"6' 0""",145 lbs.,,,
Mario Sperry,"6' 2""",205 lbs.,,Orthodox,28-Sep-66
Marion Reneau,"5' 6""",135 lbs.,"68""",Orthodox,20-Jun-77
Marius Enache,"5' 11""",155 lbs.,,,16-Oct-75
Marius Zaromskis,"5' 9""",170 lbs.,,Orthodox,30-Jul-80
Mariya Agapova,,125 lbs.,,,
Mark Bocek,"5' 8""",155 lbs.,"75""",Orthodox,24-Oct-81
Mark Cherico,"5' 7""",145 lbs.,"69""",Orthodox,12-May-86
Mark Coleman,"6' 1""",205 lbs.,"75""",Orthodox,20-Dec-64
Mark De La Rosa,"5' 6""",135 lbs.,"65""",Orthodox,31-Aug-94
Mark Dickman,"5' 9""",145 lbs.,,,19-Jul-84
Mark Eddiva,"5' 8""",145 lbs.,"68""",Orthodox,16-Feb-86
Mark Godbeer,"6' 4""",240 lbs.,"77""",Orthodox,22-Nov-83
Mark Hall,"6' 0""",190 lbs.,,Orthodox,
Mark Holst,"6' 0""",155 lbs.,,Orthodox,14-Aug-85
Mark Hominick,"5' 8""",145 lbs.,"68""",Orthodox,22-Jul-82
Mark Hughes,"5' 9""",205 lbs.,,Southpaw,13-Oct-73
Mark Hunt,"5' 10""",265 lbs.,"72""",Orthodox,23-Mar-74
Mark Kerr,"6' 3""",266 lbs.,,Switch,21-Dec-68
Mark Munoz,"6' 0""",185 lbs.,"72""",Orthodox,9-Feb-78
Mark Robinson,"6' 0""",265 lbs.,,Orthodox,
Mark Scanlon,"5' 9""",170 lbs.,,Orthodox,
Mark Schultz,"5' 9""",200 lbs.,,Orthodox,
Mark Vorgeas,"5' 10""",135 lbs.,,,
Mark Weir,"6' 2""",185 lbs.,,Southpaw,19-Sep-67
Marko Damiani,"6' 0""",170 lbs.,,,
Markus Perez,"6' 1""",185 lbs.,"73""",Orthodox,22-Jun-88
Marloes Coenen,"5' 9""",145 lbs.,"67""",,31-Mar-81
Marlon Moraes,"5' 6""",135 lbs.,"67""",Orthodox,26-Apr-88
Marlon Sims,,170 lbs.,,,
Marlon Vera,"5' 8""",135 lbs.,"70""",Switch,2-Dec-92
Marques Daniels,,155 lbs.,,,
Martin Bravo,"5' 8""",145 lbs.,"71""",Southpaw,21-Sep-93
Martin Buschkamp,"5' 9""",145 lbs.,"70""",Orthodox,6-Jan-91
Martin Day,"5' 10""",135 lbs.,"73""",Orthodox,10-Nov-88
Martin Kampmann,"6' 0""",170 lbs.,"72""",Orthodox,17-Apr-82
Martin Svensson,"6' 1""",155 lbs.,"72""",,25-Apr-85
Marvin Eastman,"5' 9""",185 lbs.,"73""",Orthodox,8-Jun-71
Marvin Maldonado,"5' 6""",135 lbs.,,,
Marvin Vettori,"6' 0""",185 lbs.,"74""",Southpaw,20-Sep-93
Maryna Moroz,"5' 7""",125 lbs.,"67""",Orthodox,8-Sep-91
Masaaki Satake,"6' 1""",220 lbs.,,Orthodox,17-Aug-65
Masakatsu Funaki,"6' 0""",185 lbs.,,Southpaw,13-Mar-69
Masakatsu Okuda,,,,,
Masakazu Imanari,"5' 4""",139 lbs.,,Southpaw,10-Feb-76
Masanori Kanehara,"5' 7""",135 lbs.,"67""",Orthodox,19-Nov-82
Masanori Suda,"5' 9""",183 lbs.,,Orthodox,
Masanori Tonooka,"5' 8""",185 lbs.,,Orthodox,
Masio Fullen,"5' 10""",145 lbs.,"70""",Orthodox,6-Oct-86
Mason Fowler,"5' 11""",170 lbs.,,,
Masutatsu Yano,"5' 9""",198 lbs.,,Orthodox,11-Jul-75
Matheus Nicolau,"5' 6""",125 lbs.,"66""",,6-Jan-93
Mats Nilsson,"6' 1""",170 lbs.,"74""",Orthodox,5-Dec-83
Matt Andersen,"6' 2""",230 lbs.,,Southpaw,29-May-71
Matt Arroyo,"5' 10""",170 lbs.,"72""",Orthodox,1-Sep-82
Matt Bessette,"5' 10""",145 lbs.,"70""",Orthodox,28-Dec-84
Matt Brown,"6' 0""",170 lbs.,"75""",Orthodox,10-Jan-81
Matt Dwyer,"6' 4""",170 lbs.,"76""",Orthodox,17-Dec-89
Matt Foki,"5' 7""",220 lbs.,,Orthodox,
Matt Frevola,"5' 9""",155 lbs.,"71""",Orthodox,11-Jun-90
Matt Grice,"5' 8""",145 lbs.,"70""",Orthodox,29-Jul-81
Matt Hamill,"6' 1""",205 lbs.,"76""",Orthodox,5-Oct-76
Matt Helm,,155 lbs.,,,
Matt Hobar,"5' 10""",135 lbs.,"70""",Southpaw,7-Jan-87
Matt Horning,"5' 4""",125 lbs.,,,
Matt Horwich,"6' 1""",185 lbs.,,Orthodox,2-Oct-78
Matt Hughes,"5' 9""",170 lbs.,"73""",Switch,13-Oct-73
Matt Kovacs,"6' 0""",244 lbs.,,Orthodox,
Matt Lee,"5' 11""",155 lbs.,,Orthodox,
Matt Lindland,"6' 0""",185 lbs.,"74""",Southpaw,17-May-70
Matt Lucas,"6' 1""",205 lbs.,,,
Matt Mitrione,"6' 3""",265 lbs.,"79""",Switch,15-Jul-78
Matt Pedro,,,,,
Matt Ramirez,"5' 5""",125 lbs.,,,
Matt Ricehouse,,155 lbs.,,,11-Mar-87
Matt Sayles,"5' 7""",145 lbs.,"68""",Orthodox,21-Feb-94
Matt Schnell,"5' 8""",135 lbs.,"70""",Orthodox,15-Jan-90
Matt Secor,"6' 0""",170 lbs.,,,26-Sep-86
Matt Serra,"5' 6""",170 lbs.,"68""",Orthodox,2-Jun-74
Matt Skelton,"6' 3""",265 lbs.,,Orthodox,23-Jan-67
Matt Van Buren,"6' 5""",205 lbs.,"76""",,12-Jun-86
Matt Veach,"5' 11""",155 lbs.,,Orthodox,31-May-81
Matt Wiman,"5' 10""",155 lbs.,"68""",Orthodox,19-Sep-83
Matthew Lopez,"5' 7""",135 lbs.,"69""",Southpaw,21-Jan-87
Matthew Riddle,"6' 1""",170 lbs.,"74""",Southpaw,14-Jan-86
Maurice Eazel,"5' 7""",135 lbs.,,,
Maurice Greene,"6' 7""",258 lbs.,"82""",,5-Jul-86
Maurice Mitchell,"5' 9""",145 lbs.,,Orthodox,29-Jun-87
Maurice Smith,"6' 2""",221 lbs.,,Orthodox,13-Dec-61
Mauricio Alonso,"6' 2""",170 lbs.,,,27-Feb-80
Mauricio Rua,"6' 1""",205 lbs.,"76""",Orthodox,25-Nov-81
Max Griffin,"5' 11""",170 lbs.,"76""",Orthodox,29-Nov-85
Max Holloway,"5' 11""",155 lbs.,"69""",Orthodox,4-Dec-91
Max Martyniouk,,155 lbs.,,,
Max Mustaki,"6' 0""",155 lbs.,,Orthodox,7-Nov-87
Maximo Blanco,"5' 8""",145 lbs.,"71""",Orthodox,16-Oct-83
Mayana Kellem,"5' 5""",135 lbs.,,Orthodox,7-Jul-81
Maycee Barber,"5' 5""",125 lbs.,"65""",Switch,18-May-98
Mayra Bueno Silva,"5' 6""",135 lbs.,,Orthodox,22-Aug-91
Megan Anderson,"6' 0""",145 lbs.,"72""",Orthodox,11-Feb-90
Megumi Fujii,"5' 3""",113 lbs.,,,26-Apr-74
Mehdi Baghdad,"6' 1""",155 lbs.,"75""",Orthodox,13-Apr-85
Melchor Manibusan,"5' 5""",154 lbs.,,Southpaw,27-Dec-76
Melinda Fabian,"5' 6""",125 lbs.,"66""",,25-Jun-87
Melissa Gatto,"5' 5""",135 lbs.,,Orthodox,5-Feb-96
Melton Bowen,"6' 0""",225 lbs.,,Orthodox,16-Jul-69
Melvin Guillard,"5' 9""",155 lbs.,"68""",Orthodox,30-Mar-83
Melvin Manhoef,"5' 9""",185 lbs.,,Orthodox,11-May-76
Merab Dvalishvili,"5' 6""",135 lbs.,"68""",Orthodox,10-Jan-91
Merritt Warren,"5' 10""",155 lbs.,,Southpaw,
Micah Miller,"6' 0""",145 lbs.,,Orthodox,14-Feb-87
Michael Bisping,"6' 1""",185 lbs.,"75""",Orthodox,28-Feb-79
Michael Bravo,,155 lbs.,,,
Michael Byrnes,"5' 11""",155 lbs.,,,17-Jul-90
Michael Chiesa,"6' 1""",170 lbs.,"75""",Southpaw,7-Dec-87
Michael Cora,"6' 1""",170 lbs.,"77""",Southpaw,24-Aug-89
Michael Diaz,,260 lbs.,,,
Michael Graves,"5' 10""",170 lbs.,"71""",,8-Jan-91
Michael Johnson,"5' 10""",145 lbs.,"73""",Southpaw,4-Jun-86
Michael Knaap,"6' 2""",220 lbs.,,Orthodox,27-Feb-84
Michael Kuiper,"6' 0""",185 lbs.,"73""",Orthodox,7-Jun-89
Michael Lerma,,,,,
Michael Lombardo,"6' 0""",185 lbs.,"72""",Orthodox,3-Apr-90
Michael Mangan,,155 lbs.,,,
Michael McBride,"6' 1""",155 lbs.,"75""",Orthodox,9-Mar-86
Michael McDonald,"5' 9""",135 lbs.,"70""",Orthodox,15-Jan-91
Michael Page,"6' 2""",170 lbs.,,,7-Apr-87
Michael Patt,"6' 0""",205 lbs.,,Orthodox,
Michael Trizano,"5' 11""",155 lbs.,"71""",Orthodox,31-Dec-91
Michal Martinek,,220 lbs.,,,
Michal Oleksiejczuk,"6' 0""",205 lbs.,"74""",Southpaw,22-Feb-95
Michel Batista,"6' 3""",260 lbs.,,,20-Apr-84
Michel Pereira,"6' 1""",170 lbs.,"73""",Orthodox,6-Oct-93
Michel Prazeres,"5' 6""",170 lbs.,"67""",Orthodox,25-Jul-81
Michel Quinones,"5' 10""",155 lbs.,"73""",Orthodox,22-Dec-84
Michelle Maher,,145 lbs.,,,
Michelle Waterson,"5' 3""",115 lbs.,"62""",Orthodox,6-Jan-86
Michihiro Omigawa,"5' 6""",145 lbs.,"68""",Orthodox,19-Dec-75
Michinori Tanaka,"5' 5""",135 lbs.,"67""",Orthodox,4-Oct-90
Michiyoshi Ohara,"5' 10""",205 lbs.,,Orthodox,
Mickael Lebout,"5' 11""",155 lbs.,"73""",Orthodox,16-Aug-87
Mickey Gall,"6' 2""",170 lbs.,"74""",Switch,22-Jan-92
Miesha Tate,"5' 6""",135 lbs.,"65""",Orthodox,18-Aug-86
Miguel Baeza,"6' 2""",170 lbs.,"74""",Orthodox,23-Aug-92
Miguel Cosio,"6' 4""",205 lbs.,,,
Miguel Linares,,,,,
Miguel Torres,"5' 9""",135 lbs.,"76""",Orthodox,18-Jan-81
Miika Mehmet,,205 lbs.,,Orthodox,
Mike Aina,"5' 9""",155 lbs.,,Orthodox,
Mike Altman,"5' 10""",185 lbs.,,Orthodox,
Mike Bencic,"6' 0""",215 lbs.,,Orthodox,
Mike Bourke,"6' 0""",275 lbs.,,Orthodox,
Mike Bronzoulis,"6' 0""",155 lbs.,,,5-Jan-79
Mike Brown,"5' 6""",145 lbs.,"70""",Orthodox,8-Sep-75
Mike Budnik,"5' 9""",145 lbs.,"68""",Orthodox,8-Aug-74
Mike Campbell,"5' 9""",155 lbs.,,Southpaw,
Mike Chandler,"5' 8""",155 lbs.,,,24-Apr-86
Mike Ciesnolevicz,"6' 0""",235 lbs.,,Orthodox,28-Oct-79
Mike Cook,"6' 1""",205 lbs.,,Orthodox,
Mike Davis,"6' 0""",155 lbs.,"72""",Orthodox,7-Oct-92
Mike Dolce,"5' 11""",185 lbs.,,,15-Apr-76
Mike Easton,"5' 6""",135 lbs.,"70""",Southpaw,25-Jan-84
Mike French,"5' 10""",145 lbs.,,,29-May-75
Mike Glenn,,205 lbs.,,,9-Oct-77
Mike Grundy,"5' 7""",145 lbs.,"72""",Orthodox,3-Jan-87
Mike Guymon,"6' 0""",170 lbs.,"74""",Orthodox,17-Sep-74
Mike Hayes,"6' 4""",230 lbs.,,Orthodox,
Mike Jackson,"6' 2""",170 lbs.,,Orthodox,22-Mar-85
Mike Joy,"5' 6""",155 lbs.,,Southpaw,18-Jul-85
Mike King,"6' 3""",185 lbs.,"75""",,4-Aug-83
Mike Kyle,"6' 4""",205 lbs.,"77""",Orthodox,31-Mar-80
Mike Lullo,"5' 8""",145 lbs.,,Orthodox,24-Jul-79
Mike Malott,"6' 0""",145 lbs.,,,
Mike Massenzio,"6' 2""",185 lbs.,"73""",Southpaw,1-Nov-82
Mike Minniger,,,,,
Mike Moreno,"6' 0""",185 lbs.,,,
Mike Nickels,"6' 4""",205 lbs.,,Orthodox,13-Dec-71
Mike Perry,"5' 10""",170 lbs.,"71""",Orthodox,15-Sep-91
Mike Pierce,"5' 8""",170 lbs.,"70""",Orthodox,1-Sep-80
Mike Polchlopek,"6' 4""",285 lbs.,,Orthodox,27-Dec-65
Mike Pyle,"6' 0""",170 lbs.,"74""",Orthodox,18-Sep-75
Mike Rhodes,"6' 1""",170 lbs.,"74""",Orthodox,4-Dec-89
Mike Ricci,"6' 0""",155 lbs.,"77""",Southpaw,18-Mar-86
Mike Richman,"5' 8""",135 lbs.,,,23-Jun-85
Mike Rio,"5' 10""",155 lbs.,"71""",Orthodox,6-Jul-81
Mike Rodriguez,"6' 4""",205 lbs.,"82""",Southpaw,28-Nov-88
Mike Russow,"6' 1""",255 lbs.,"73""",Orthodox,11-Sep-76
Mike Santiago,"5' 10""",145 lbs.,"69""",Orthodox,28-Jul-89
Mike Seal,"6' 4""",185 lbs.,,Orthodox,
Mike Stumpf,"5' 10""",170 lbs.,"71""",,1-Aug-86
Mike Swick,"6' 1""",170 lbs.,"77""",Orthodox,19-Jun-79
Mike Wessel,"6' 0""",260 lbs.,,Orthodox,2-Dec-77
Mike Whitehead,"6' 1""",205 lbs.,,Orthodox,29-Jun-81
Mike Wilkinson,"5' 7""",145 lbs.,"68""",,15-Sep-87
Mike Zichelle,,205 lbs.,,,
Mike de la Torre,"5' 11""",145 lbs.,"71""",Orthodox,22-Sep-86
Mike van Arsdale,"6' 2""",205 lbs.,,Switch,20-Jun-65
Mikey Burnett,"5' 6""",170 lbs.,,Orthodox,12-Apr-74
Mikhail Iloukhine,"5' 9""",205 lbs.,,Orthodox,21-Nov-66
Milana Dudieva,"5' 3""",135 lbs.,"61""",Orthodox,4-Aug-89
Milco Voorn,,220 lbs.,,Orthodox,
Miles Johns,"5' 7""",135 lbs.,"66""",Orthodox,30-Mar-94
Miles McDonald,"5' 7""",115 lbs.,,,13-Aug-91
Milton Vieira,"6' 0""",145 lbs.,"72""",Orthodox,4-Oct-78
Min Soo Kim,"6' 1""",255 lbs.,,Southpaw,22-Jan-75
Minoki Ichihara,"5' 7""",178 lbs.,,Orthodox,
Minoru Toyonaga,"5' 11""",195 lbs.,,Southpaw,
Minotauro Nogueira,"6' 3""",240 lbs.,"77""",Orthodox,2-Jun-76
Mirko Cro Cop,"6' 2""",230 lbs.,"73""",Southpaw,10-Sep-74
Mirsad Bektic,"5' 8""",145 lbs.,"70""",Orthodox,16-Feb-91
Misha Cirkunov,"6' 3""",205 lbs.,"77""",Orthodox,27-Feb-87
Mitch Clarke,"5' 10""",155 lbs.,"73""",Orthodox,24-Nov-85
Mitch Gagnon,"5' 5""",135 lbs.,"65""",Southpaw,10-Oct-84
Mitch Whitesel,"5' 9""",185 lbs.,,,12-Jul-81
Mitchell Sipe,"6' 2""",245 lbs.,,Orthodox,9-Apr-96
Mitsuharu Kitao,"6' 7""",390 lbs.,,,
Mitsuhiro Ishida,"5' 6""",154 lbs.,,Southpaw,29-Dec-78
Mizuto Hirota,"5' 7""",155 lbs.,"67""",Orthodox,5-May-81
Moise Rimbon,"5' 10""",205 lbs.,,Orthodox,20-Apr-77
Molly McCann,"5' 4""",125 lbs.,"62""",Orthodox,4-May-90
Montana De La Rosa,"5' 7""",125 lbs.,"68""",,14-Feb-95
Montel Jackson,"5' 10""",135 lbs.,"75""",Southpaw,24-Apr-92
Mostapha Al-Turk,"6' 2""",245 lbs.,"77""",Orthodox,14-Jul-73
Moti Horenstein,"6' 4""",230 lbs.,,Orthodox,
Motoki Miyazawa,"5' 11""",168 lbs.,,Southpaw,
Motonobu Tezuka,"5' 7""",135 lbs.,"66""",Southpaw,29-Aug-87
Movsar Evloev,"5' 7""",145 lbs.,"72""",Orthodox,11-Feb-94
Mu Bae Choi,"6' 2""",230 lbs.,,Orthodox,27-Jun-70
Muhammed Lawal,"6' 0""",205 lbs.,"78""",Southpaw,11-Jan-81
Muhsin Corbbrey,"5' 10""",155 lbs.,,Orthodox,18-May-78
Muin Gafurov,"5' 7""",135 lbs.,,,17-May-96
Murad Chunkaiev,"5' 11""",185 lbs.,,Orthodox,
Murilo Bustamante,"6' 2""",183 lbs.,,Orthodox,30-Jul-66
Murilo Rua,"5' 11""",185 lbs.,,Orthodox,22-May-80
Muslim Salikhov,"5' 11""",170 lbs.,"70""",Orthodox,9-Jun-84
Mychal Clark,"6' 3""",224 lbs.,,Orthodox,
Myles Jury,"5' 10""",145 lbs.,"73""",Orthodox,31-Oct-88
Nad Narimani,"5' 8""",145 lbs.,"70""",Orthodox,14-Apr-87
Nadia Kassem,"5' 5""",125 lbs.,"66""",Southpaw,15-Nov-95
